年度,所管局№,所管局,施策分野№,施策分野,事業名,補助金名,補助金の概要,補助対象者№,補助対象者,予算額（千円）,所管部署,問い合わせ先,各局HPリンク
2026,15,産業労働局,11,農林水産,種苗確保等,東京都苗木生産施設整備支援事業費補助金,"補助金の目的：スギ及びヒノキ苗木の生産に必要な施設整備に要する経費を助成する。
補助対象者　：林業種苗生産団体
補助対象経費：苗木生産施設に係る経費
負担割合　　：都1/2、事業者1/2",5,民間団体,"2,475 ",産業労働局農林水産部森林課,0428-22-1159,
2026,15,産業労働局,11,農林水産,森林循環に資する花粉発生源対策（主伐等）,森林循環に資する花粉発生源対策事業費補助金,"補助金の目的：森林の循環を促進し、花粉の削減と多摩産材の安定供給を図るために森林循環促進事業に要する経費及び貯木場用地の借上げに要する経費に対して交付する。
補助対象者　：（公財）東京都農林水産振興財団
補助対象経費：人件費等、使用料
負担割合　　：都10/10",3,政策連携団体,"85,371 ",産業労働局農林水産部森林課,03-5320-4867,
2026,15,産業労働局,11,農林水産,林道事業,東京都林道事業補助金（都単）,"補助金の目的：市町村が森林の保全、林業の振興及び居住環境整備のために各々の森林整備計画において林道整備事業を計画し、当該林道補助事業を行う場合に交付する。
補助対象者　：市町村
補助対象経費：工事費等
負担割合　　：都4/5、市町村1/5(林道開設)、都7/10、市町村3/10又は都10/10(林道改良)、都10/10(林道高規格化、林道整備促進事業)",1,区市町村,"304,871 ",産業労働局農林水産部森林課,03-5320-4858,
2026,15,産業労働局,11,農林水産,森林経営効率化支援事業,森林経営効率化支援事業費補助金,"補助金の目的：所有境界の不明森林において、境界明確化等への支援を行うことにより、効率的な施業の実施を促進し、林業経営の基盤を確立していくことを目的とする。
補助対象者　：林業事業体
補助対象経費：①説明会開催経費　②境界確認立会　③境界確認測量
負担割合　　：①都1/2、事業体1/2　②③10/10　",5,民間団体,"205,170 ",産業労働局農林水産部森林課,0428-22-1159,
2026,15,産業労働局,11,農林水産,伐採を促進する契約合意支援事業,伐採を促進する契約合意支援事業費補助金,"補助金の目的：所有不明森林および境界が不明瞭な森林において、相続人への登記等の補助、境界の現地立会に係る経費を支援し、伐採促進につなげることを目的とする。
補助対象者　：森林所有者
補助対象経費：①相続人の登記・調査等経費補助　②相続人の登記等調整労力への謝金　③現地立会に係る補助
負担割合　　：①③10/10　　②都1/2、事業体1/2",6,一般都民,"208,836 ",産業労働局農林水産部森林課,0428-22-1159,
2026,15,産業労働局,11,農林水産,林業経営体強化に資する山の相談支援事業,林業経営体強化に資する山の相談支援事業費補助金,"補助金の目的：森林所有者からの相談内容に基づき実施される森林調査や森林整備計画立案に必要な経費を交付する。
補助対象者　：林業経営体
補助対象経費：森林調査、森林整備計画立案等
負担割合　　：都10/10",5,民間団体,"9,320 ",産業労働局農林水産部森林課,03-5320-4854,
2026,15,産業労働局,11,農林水産,シカ害防止対策,多摩の裸山（シカ被害地）のみどり復活プロジェクト（シカ害防止対策）事業費補助金,"補助金の目的：多摩の裸山（シカ被害地）のみどり復活プロジェクト実施要綱及び実施要領に基づいて行うシカ害防止対策事業に要する経費を交付する。
補助対象者　：市町村
補助対象経費：シカ捕獲に必要な諸経費
負担割合　　：都2/3、市1/3　又は　都10/10",1,区市町村,"35,393 ",産業労働局農林水産部森林課,0428-22-1156,
2026,15,産業労働局,11,農林水産,搬出困難箇所における森林整備事業,搬出困難地における森林整備事業費補助金,"補助金の目的：人家や公共施設等近隣の搬出困難箇所に接する森林において実施する、花粉発生源対策や防災機能強化のための森林整備に必要な経費につき交付する。
補助対象者　：市町村
補助対象経費：事業費等
負担割合　　：都4/5、市1/5",1,区市町村,"36,000 ",産業労働局農林水産部森林課,0428-22-1159,
2026,15,産業労働局,11,農林水産,木材利用普及啓発強化推進事業,木材利用普及啓発強化推進事業費補助金（木材利用普及啓発強化推進事業）,"補助金の目的：
①木材利用の推進を図ることを目的とした行事の開催等に係る経費を補助することにより、森林の循環維持等に資することを目的とする。
②多摩産材の利用や多摩産材を使用した家づくりを推進するイベントの開催等に係る経費を補助することにより、木材利用の推進及び健全な森林の維持を図ることを目的とする。
補助対象者　：①東京都木材団体連合会・東京都合板組合連合会
　　　　　　　　　②都内で木材利用の普及啓発を行う団体
補助対象経費：行事開催経費
負担割合　　：都3/4、事業体1/4",5,民間団体,"6,200 ",産業労働局農林水産部森林課,03-5320-4855,https://www.sangyo-rodo.metro.tokyo.lg.jp/nourin/ringyou/kiiku/tama/
2026,15,産業労働局,11,農林水産,多摩産材の利用拡大,公共施設への多摩産材利用促進プロジェクト事業費補助金,"補助金の目的：公共施設において、東京の木多摩産材等を積極的にPRするために行う施設の木造化や内装木質化、木製什器、木製外構施設等の施設整備に係る経費を補助することにより、利用者が日常的に多摩産材等とふれあう場を創出し、多摩産材等の利用拡大を図ることを目的とする。
補助対象者　：区市町村
補助対象経費：工事費等
負担割合　　：都1/2、区市町村1/2",1,区市町村,"270,000 ",産業労働局農林水産部森林課,03-5320-4897,https://www.sangyo-rodo.metro.tokyo.lg.jp/nourin/ringyou/kiiku/tama/sanzai/kokyo/
2026,15,産業労働局,11,農林水産,多摩産材の利用拡大,にぎわい施設で目立つ多摩産材推進事業事務費補助金,"補助金の目的：にぎわい施設で目立つ多摩産材推進事業（基金事業）の実施に必要な事務費等に係る経費について交付する。
補助対象者　：（公財）東京都農林水産振興財団
補助対象経費：事務費等
負担割合　　：都10/10",3,政策連携団体,"2,539 ",産業労働局農林水産部森林課,03-5320-4855,https://www.sangyo-rodo.metro.tokyo.lg.jp/nourin/ringyou/kiiku/tama/sanzai/nigiwai/index.html
2026,15,産業労働局,11,農林水産,多摩産材の利用拡大,森と木の利活用促進支援事業費補助金,"補助金の目的：多摩産材の利用拡大に向けた普及啓発を目的とするイベントや展示会、情報収集・発信、その他木育活動等に係る経費を支援することにより、木材利用の拡大を図る。
補助対象者　：都内で木材利用の普及啓発を行う団体
補助対象経費：行事開催経費
負担割合　　：都3/4、事業体1/4",5,民間団体,"15,000 ",産業労働局農林水産部森林課,03-5320-4855,
2026,15,産業労働局,11,農林水産,多摩産材の利用拡大,木材加工流通施設等の整備支援事業費補助金,"補助金の目的：都内の木材加工流通施設に係る整備に必要な経費について交付する。
補助対象者　：多摩産材認証協議会登録の製材事業者
補助対象経費：施設整備費
負担割合　　：都1/2、事業体1/2",5,民間団体,"57,500 ",産業労働局農林水産部森林課,0428-22-1162,
2026,15,産業労働局,11,農林水産,多摩産材の利用拡大,多摩産材流通拠点整備事業費補助金,"補助金の目的：木材流通施設に係る整備に必要な経費について交付する。
補助対象者　：多摩木材協同組合
補助対象経費：施設整備費
負担割合　　：都9/10、事業体1/10",5,民間団体,"38,700 ",産業労働局農林水産部森林課,0428-22-1162,
2026,15,産業労働局,11,農林水産,多摩産材の利用拡大,製材業供給力強化事業費補助金,"補助金の目的：製材業において、労働安全対策及びJAS認証の取得／更新に係る経費を支援し、労働災害の防止、業務環境の構築を行うことで多摩産材の利用拡大につなげる
補助対象者　：都内製材業者
補助対象経費：①安全衛生対策に係る費用　②JAS認証取得関連費用
負担割合　　：①：上限100千円／人　②都1/2　事業体1/2",5,民間団体,"2,900 ",産業労働局農林水産部森林課,03-5320-4855,
2026,15,産業労働局,11,農林水産,中・大規模建築物等の木造木質化促進事業,中・大規模建築物の木造木質化支援事業事務費補助金,"補助金の目的：中・大規模建築物の木造木質化支援事業（基金事業）の実施に必要な事務費等に係る経費について交付する。
補助対象者　：（公財）東京都農林水産振興財団
補助対象経費：事務費等
負担割合　　：都10/10",3,政策連携団体,"7,351 ",産業労働局農林水産部森林課,03-5320-4855,https://www.sangyo-rodo.metro.tokyo.lg.jp/nourin/ringyou/kiiku/moku/chudaikibo/
2026,15,産業労働局,11,農林水産,林業先進技術導入事業,林業先進技術導入事業補助金,"補助金の目的：林業先進技術導入事業に係る財団固有職員の人件費を補助する
補助対象者　：（公財）東京都農林水産振興財団
補助対象経費：事務費等
負担割合　　：都10/10
",3,政策連携団体,"7,817 ",産業労働局農林水産部森林課,03-5320-4854,
2026,15,産業労働局,11,農林水産,木育活動の推進,保育園等による木育活動の支援事業費補助金,"補助金の目的：未就学児が生活・活動する施設等において、森林の役割や木材の良さ・利用意義等を学ぶ木育活動に係る経費を補助することにより、子供だけでなく大人も木や森への親しみを深め、多摩産材の利用拡大を図るとともに、森づくりへの意識向上を図ることを目的とする。
補助対象者　：民間保育園、幼稚園等
補助対象経費：内装木質化、木瀬遊具等に係る経費
負担割合　　：都1/2、事業体1/2
問合せ先：（23区）森林課 木材流通担当03-5320-4855
（多摩）東京都森林事務所 森林産業課　振興担当 0428-22-1162",5,民間団体,"60,000 ",産業労働局農林水産部森林課,03-5320-4855,https://www.sangyo-rodo.metro.tokyo.lg.jp/nourin/ringyou/kiiku/mokuiku/
2026,15,産業労働局,11,農林水産,木育活動の推進,東京の森林を支える未来の担い手育成支援事業補助金,"補助金の目的：東京の森林を支える未来の担い手育成支援事業の実施に必要な事務費等に係る経費について交付する。
補助対象者　：（公財）東京都農林水産振興財団
補助対象経費：事務費等
負担割合　　：都10/10
問合せ先：（公財）東京都農林水産振興財団　042-528-0541",3,政策連携団体,"2,907 ",産業労働局農林水産部森林課,03-5320-4861,
2026,15,産業労働局,11,農林水産,林業労働力総合対策事業,林業労働力総合対策事業費補助金,"補助金の目的：林業技術者の確保・育成、林業経営体等の強化に必要な経費について交付する。
補助対象者　：（公財）東京都農林水産振興財団
補助対象経費：事務費
負担割合　　：都10/10
問合せ先：東京都林業労働力確保支援センター　042-528-0643",3,政策連携団体,"68,521 ",産業労働局農林水産部森林課,03-5320-4867,
2026,15,産業労働局,11,農林水産,林業労働力総合対策事業,林業労働力総合対策事業費補助金（政策連携団体）,"補助金の目的：林業技術者の確保・育成に必要な経費について交付する。
補助対象者　：（公財）東京都農林水産振興財団
補助対象経費：研修費
負担割合　　：国1/2、都1/2
問合せ先：東京都林業労働力確保支援センター　042-528-0643",3,政策連携団体,640 ,産業労働局農林水産部森林課,03-5320-4867,
2026,15,産業労働局,11,農林水産,林業労働力総合対策事業,林業労働力総合対策事業費補助金（民間団体）,"補助金の目的：林業経営体等の強化に必要な経費について交付する。
補助対象者　：林業・木材製造業労働災害防止協会東京都支部
補助対象経費：事業費
負担割合　　：国1/2、都1/2
問合せ先：林業・木材製造業労働災害防止協会東京都支部　03-5569-2211",5,民間団体,570 ,産業労働局農林水産部森林課,03-5320-4867,
2026,15,産業労働局,11,農林水産,林業機械化促進事業,林業機械化促進事業費補助金,"補助金の目的：林業機械・装備等の整備費用助成事業に必要な経費について交付する。
補助対象者　：（公財）東京都農林水産振興財団
補助対象経費：事務費
負担割合　　：都10/10
問合せ先：東京都林業労働力確保支援センター　042-528-0643",3,政策連携団体,"104,950 ",産業労働局農林水産部森林課,03-5320-4867,
2026,15,産業労働局,11,農林水産,農林水産物認証取得支援事業,農林水産物認証取得支援事業（森林認証取得支援事業）費補助金,"補助金の目的：東京都内における持続可能性に配慮した農林水産業を実現するため、認証取得者の販路を維持し、または認証を取得することで収益拡大を目指す農林水産業者等に対して、その取得等に係る経費について交付する。
補助対象者　：（公財）東京都農林水産振興財団
補助対象経費：認証取得経費
負担割合　　：都10/10
問合せ先：（公財）東京都農林水産振興財団　042-528-0510",3,政策連携団体,"6,500 ",産業労働局農林水産部森林課,03-5320-4860,
2026,15,産業労働局,11,農林水産,木の街並み創出事業,木の街並み創出事業事務費補助金,"補助金の目的：木の街並み創出事業（基金事業）の実施に必要な事務費等に係る経費について交付する。
補助対象者　：（公財）東京都農林水産振興財団
補助対象経費：事務費等
負担割合　　：都10/10",3,政策連携団体,"5,136 ",産業労働局農林水産部森林課,03-5320-4855,https://www.sangyo-rodo.metro.tokyo.lg.jp/nourin/ringyou/kiiku/machinami/
2026,15,産業労働局,11,農林水産,林産物生産支援事業,生産資材調達支援事業補助金,"補助金の目的：原木シイタケ生産に必要な経費について交付する。
補助対象者　：東京都椎茸生産組合連合会
補助対象経費：原木購入経費
負担割合　　：都10/10",5,民間団体,"7,560 ",産業労働局農林水産部森林課,03-5320-4861,
2026,15,産業労働局,11,農林水産,林産物生産支援事業,林産物搬出運搬支援事業補助金,"補助金の目的：広葉樹の搬出・運搬に必要な経費について交付する。
補助対象者　：林業事業体等
補助対象経費：広葉樹に係る搬出・運搬経費
負担割合　　：定額",5,民間団体,"9,820 ",産業労働局農林水産部森林課,03-5320-4861,
2026,15,産業労働局,11,農林水産,林産物生産支援事業,林産物販売促進支援事業補助金,"補助金の目的：広葉樹の搬出・運搬に必要な経費について交付する。
補助対象者　：林業事業体等
補助対象経費：広葉樹に係る搬出・運搬経費
負担割合　　：定額",5,民間団体,"1,000 ",産業労働局農林水産部森林課,03-5320-4861,
2026,15,産業労働局,11,農林水産,木材利用ポイント事業,木材利用ポイント事業費補助金,"補助金の目的：木材利用ポイント事業（基金事業）の実施に必要な事務費等に係る経費について交付する。
補助対象者　：（公財）東京都農林水産振興財団
補助対象経費：事務費等
負担割合　　：都10/10",3,政策連携団体,"6,242 ",産業労働局農林水産部森林課,03-5320-4861,
2026,15,産業労働局,11,農林水産,林業近代化資金利子補給,林業近代化資金利子補給,"補助金の目的：林業経営の合理化による林業の近代化
補助対象者　：林業者等
補助対象経費：林業近代化資金
負担割合　　：10/10",5,民間団体,910 ,産業労働局農林水産部調整課,03-5000-7180,https://www.sangyo-rodo.metro.tokyo.lg.jp/nourin/about/yuushi/
2026,15,産業労働局,11,農林水産,漁業調整対策,大中型まき網漁業等対策事業費補助金,"補助金の目的：大中型まき網漁業等対策事業に要する経費の補助
補助対象者　：東京都漁業協同組合連合会
補助対象経費：協議会の開催・運営に要する経費
負担割合　　：都1/2、事業者1/2",5,民間団体,500 ,産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,11,農林水産,漁場利用調整対策,東京都地区海面利用協議会開催事業費補助金,"補助金の目的：東京都地区海面利用協議会開催事業に要する経費の補助
補助対象者　：伊豆・小笠原諸島の各町村
補助対象経費：地区協議会の開催・運営
負担割合　　：都1/2、町村1/2",1,区市町村,822 ,産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,11,農林水産,漁場利用調整対策,内水面漁場利用促進指導事業費補助金,"補助金の目的：内水面漁場利用促進指導事業に要する経費の補助
補助対象者　：東京都内水面漁業協同組合連合会
補助対象経費：内水面利用対策事業、外来魚駆除対策事業
負担割合　　：国1/2、都1/4、事業者1/4",5,民間団体,355 ,産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,11,農林水産,漁場環境改善対策,漁場環境改善対策事業費補助金,"補助金の目的：漁場環境改善対策事業に要する経費の補助
補助対象者　：東京都内水面漁業協同組合連合会
補助対象経費：カワウ被害対策事業
負担割合　　：都3/4、事業者1/4（カワウ被害対策）、都1/2、事業者1/2（内水面漁場保全）",5,民間団体,"5,705 ",産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,11,農林水産,江戸前アユ資源を増やし活用するための支援事業,江戸前アユ資源活用対策事業費補助金,"補助金の目的：アユ産卵親魚放流事業に要する経費の補助
補助対象者　：東京都内水面漁業協同組合連合会
補助対象経費：アユ産卵親魚放流事業
負担割合　　：都4/5、事業者1/5",5,民間団体,"1,680 ",産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,11,農林水産,魅力的な内水面漁場づくり支援事業,魅力的な内水面漁場づくり事業費補助金,"補助金の目的：魅力的な内水面漁場づくり事業に要する経費の補助
補助対象者　：東京都内水面漁業協同組合連合会・内水面漁協
補助対象経費：魅力的な内水面漁場づくり事業
負担割合　　：都4/5、事業者1/5",5,民間団体,"4,000 ",産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,11,農林水産,魅力的な内水面漁場づくり支援事業,"魅力的な内水面漁場づくり事業費補助金
(電子遊漁券の導入）","補助金の目的：魅力的な内水面漁場づくり事業に要する経費の補助
補助対象者　：内水面漁業協同組合
補助対象経費：電子遊漁券の導入
負担割合　　：都10/10（上限400,000円）",5,民間団体,400 ,産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,11,農林水産,栽培漁業センターの運営等,栽培漁業地域展開事業費補助金,"補助金の目的：栽培漁業地域展開事業に要する経費の補助
補助対象者　：町村
補助対象経費：①推進活動事業、②放流効果向上事業、③育成強化事業
負担割合　　：①②都1/2、町村1/2、③都2/5、町村3/5",1,区市町村,"4,930 ",産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,11,農林水産,食害生物による漁業被害対策事業,食害生物による漁業被害対策事業補助金(サメ被害防除対策）,"補助金の目的：食害生物による漁業被害対策事業に要する経費の補助
補助対象者　：漁業協同組合
補助対象経費：サメ被害防除対策事業
負担割合　　：都1/2、町村1/4、事業者1/4",1,区市町村,"3,912 ",産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,11,農林水産,食害生物による漁業被害対策事業,食害生物による漁業被害対策事業補助金（イルカ被害防除対策）,"補助金の目的：食害生物による漁業被害対策事業に要する経費の補助
補助対象者　：漁業協同組合
補助対象経費：イルカ被害防除対策事業
負担割合　　：都1/2、町村1/4、事業者1/4",1,区市町村,700 ,産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,11,農林水産,内水面漁業振興対策,東京都内水面漁業環境活用施設整備事業費補助金,"補助金の目的：内水面漁業環境活用施設整備事業に要する経費の補助
補助対象者　：市町村
補助対象経費：内水面漁業振興対策事業
負担割合　　：都3/4、市町村等1/4",1,区市町村,"54,019 ",産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,11,農林水産,島しょ漁業振興施設整備,島しょ漁業振興施設整備事業費補助金（区市町村）,"補助金の目的：島しょ漁業振興施設整備事業に要する経費の補助
補助対象者　：町村
補助対象経費：島しょ漁業振興施設整備事業
負担割合　　：都3/4、町村1/4",1,区市町村,"218,072 ",産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,11,農林水産,内水面養殖事業を守り育てる事業,内水面養殖事業を守り育てる事業費補助金,"補助金の目的：養殖事業者が施設改修に要する経費の補助
補助対象者　：東京都鮎鱒養殖組合
補助対象経費：施設改修経費
負担割合　　：都3/4、事業者1/4",5,民間団体,"13,625 ",産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,11,農林水産,島しょ海域における安心・安全な漁業活動の推進,船舶自動識別装置（AIS）設置支援事業費補助金,"補助金の目的：安全・安心な操業に要する経費の補助
補助対象者　：町村
補助対象経費：船舶自動識別装置設置経費
負担割合　　：都2/3、町村1/3（上限200,000円）",1,区市町村,"49,000 ",産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,11,農林水産,漁協指導強化対策（単）,漁協指導強化対策事業費補助金（人件費）,"補助金の目的：漁協指導強化対策事業に要する経費の補助
補助対象者　：東京都漁業協同組合連合会
補助対象経費：派遣職員人件費
負担割合　　：都10/10",5,民間団体,"2,407 ",産業労働局農林水産部水産課,03-5320-6197,
2026,15,産業労働局,11,農林水産,漁協指導強化対策（単）,漁協指導強化対策事業費補助金（事務費）,"補助金の目的：漁協指導強化対策事業に要する経費の補助
補助対象者　：東京都漁業協同組合連合会
補助対象経費：派遣職員事務費
負担割合　　：都1/2、事業者1/2",5,民間団体,914 ,産業労働局農林水産部水産課,03-5320-6197,
2026,15,産業労働局,11,農林水産,漁業信用基金協会補助,漁業信用基金協会補助事業費補助金,"補助金の目的：協会の財政基盤強化と適正な事務執行体制の確保に要する経費の補助
補助対象者　：全国漁業信用基金協会東京支所
補助対象経費：協会支所職員の雇用に要する経費等
負担割合　　：都10/10",5,民間団体,"3,294 ",産業労働局農林水産部水産課,03-5320-6197,
2026,15,産業労働局,11,農林水産,東京の漁業人材確保・育成事業,東京の漁業を支える人材育成事業費補助金（民間団体）,"補助金の目的：新規漁業就業者の安定的な確保を図るために要する経費の補助
補助対象者　：東京都漁業協同組合連合会
補助対象経費：資格取得経費
負担割合　　：都4/5、事業者1/5",5,民間団体,"8,717 ",産業労働局農林水産部水産課,03-5320-6197,
2026,15,産業労働局,11,農林水産,東京の漁業人材確保・育成事業,東京の漁業を支える人材育成事業費補助金（民間団体：漁業経営体育成費）,"補助金の目的：新規漁業就業者の安定的な確保を図るために要する経費の補助
補助対象者　：東京都漁業協同組合連合会
補助対象経費：漁業経営体育成費
負担割合　　：都10/10",5,民間団体,"37,346 ",産業労働局農林水産部水産課,03-5320-6197,
2026,15,産業労働局,11,農林水産,東京の漁業人材確保・育成事業,東京の漁業人材を支える人材育成費補助金(民間団体：漁業経営体育成費（独立経営支援））,"補助金の目的：新規漁業就業者の安定的な確保を図るために要する経費の補助
補助対象者　：東京都漁業協同組合連合会
補助対象経費：漁業経営体育成費(独立経営支援)
負担割合　　：都10/10(最大100,000円/月、最長3年）",5,民間団体,"12,000 ",産業労働局農林水産部水産課,03-5320-6197,
2026,15,産業労働局,11,農林水産,東京の漁業人材確保・育成事業,東京の漁業人材を支える人材育成費補助金（民間団体 : 漁業経営体育成費（独立フォローアップ支援））,"補助金の目的：新規漁業就業者の安定的な確保を図るために要する経費の補助
補助対象者　：東京都漁業協同組合連合会
補助対象経費：漁業経営体育成費(独立フォローアップ支援)
負担割合　　：都10/10（30,000円/月、最長3年）",5,民間団体,"3,600 ",産業労働局農林水産部水産課,03-5320-6197,
2026,15,産業労働局,11,農林水産,東京の漁業人材確保・育成事業,東京の漁業を支える人材育成事業費補助金（区市町村）,"補助金の目的：新規漁業就業者の安定的な確保を図るために要する経費の補助
補助対象者　：町村
補助対象経費：家賃
負担割合　　：都4/5.町村1/5",1,区市町村,"3,168 ",産業労働局農林水産部水産課,03-5320-6197,
2026,15,産業労働局,11,農林水産,TOKYO魚食促進事業,TOKYO魚食促進事業費補助金,"補助金の目的：TOKYO魚食促進事業に要する経費の補助
補助対象者　：町村
補助対象経費：魚食担い手育成経費
負担割合　　：都3/4、事業体1/4",1,区市町村,"3,580 ",産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,11,農林水産,東京産水産物の海外販路開拓,東京産水産物の海外販路開拓支援事業費補助金,"補助金の目的：海外販路開拓支援事業に要する経費の補助
補助対象者　：東京都漁業協同組合連合会
補助対象経費：海外販路開拓販促活動・トライアル出荷に要する経費
負担割合　　：都3/4、事業体1/4",5,民間団体,"17,778 ",産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,11,農林水産,農林水産物認証取得支援事業,農林水産物認証取得支援事業（水産認証取得支援事業）費補助金,"補助金の目的：認証水産物の販路開拓経費等の補助
補助対象者　：（公財）東京都農林水産振興財団
補助対象経費：販路開拓コーディネーター経費等
負担割合　　：都2/3、財団1/3",3,政策連携団体,897 ,産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,11,農林水産,離島漁業再生支援事業,東京都離島漁業再生支援事業費補助金,"補助金の目的：離島漁業の再生を図るために要する経費の補助
補助対象者　：町村
補助対象経費：離島漁業再生支援事業
負担割合　　：国1/2、都1/4、町村1/4",1,区市町村,"49,253 ",産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,11,農林水産,離島漁業再生支援事業,東京都離島漁業新規就業者特別対策事業費補助金,"補助金の目的：離島漁業の再生を図るために要する経費の補助
補助対象者　：町村
補助対象経費：離島漁業新規就業者特別対策事業
負担割合　　：国1/2、都1/4、町村1/4",1,区市町村,"10,119 ",産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,11,農林水産,離島漁業再生支援事業,東京都離島漁業再生支援推進事業費補助金,"補助金の目的：離島漁業の再生を図るために要する経費の補助
補助対象者　：町村
補助対象経費：離島漁業再生支援推進事業
負担割合　　：国10/10",1,区市町村,650 ,産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,11,農林水産,島しょ漁業経営支援緊急対策事業,島しょ漁業経営支援緊急対策事業費補助金,"補助金の目的：島しょ漁業経営支援緊急対策事業に要する経費の補助
補助対象者　：東京都漁業協同組合連合会
補助対象経費：漁業用燃油運搬運賃
負担割合　　：都10/10",5,民間団体,"43,500 ",産業労働局農林水産部水産課,03-5320-6197,
2026,15,産業労働局,11,農林水産,島しょ漁業操業支援緊急対策事業,島しょ漁業操業支援緊急対策事業費補助金,"補助金の目的：島しょ漁業操業支援緊急対策事業に要する経費の補助
補助対象者　：東京都漁業協同組合連合会
補助対象経費：漁業用燃油購入経費
負担割合　　：都10/10",5,民間団体,"29,000 ",産業労働局農林水産部水産課,03-5320-6197,
2026,15,産業労働局,11,農林水産,燃油価格高騰緊急対策事業,燃油価格高騰緊急対策事業費補助金,"補助金の目的：燃油価格高騰緊急対策事業に要する経費の補助
補助対象者　：東京都漁業協同組合連合会
補助対象経費：漁業用燃油価格差補填等
負担割合　　：都4/5、事業者1/5",5,民間団体,"8,000 ",産業労働局農林水産部水産課,03-5320-6197,
2026,15,産業労働局,11,農林水産,漁獲物運搬特別支援事業,漁獲物運搬特別支援事業費補助金,"補助金の目的：漁獲物運搬特別支援事業に要する経費の補助
補助対象者　：町村
補助対象経費：漁獲物運搬経費
負担割合　　：都1/2.町村1/2",1,区市町村,"4,000 ",産業労働局農林水産部水産課,03-5320-6197,
2026,15,産業労働局,11,農林水産,島しょ漁業資材高騰緊急対策事業,島しょ漁業資材高騰緊急対策事業費補助金,"補助金の目的：島しょ漁業資材高騰緊急対策事業に要する経費の補助
補助対象者　：漁業協同組合
補助対象経費：漁獲物出荷資材経費
負担割合　　：都２/３.事業者1/３",5,民間団体,"67,618 ",産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,11,農林水産,漁業共済加入促進支援事業,漁業共済加入促進支援事業費補助金,"補助金の目的：漁業共済加入促進支援事業に要する経費の補助
補助対象者　：全国合同漁業共済組合
補助対象経費：漁業共済掛金
負担割合　　：都1/2、事業者1/2",5,民間団体,"10,168 ",産業労働局農林水産部水産課,03-5320-6197,
2026,15,産業労働局,11,農林水産,島のごちそう、海の宝発信事業,東京産水産物のブランド化推進事業,"補助金の目的：東京産水産物の魚価向上、販路拡大に要する経費の補助
補助対象者　：東京都漁業協同組合連合会
補助対象経費：東京産水産物ブランド化に係る経費
負担割合　　：都2/3、事業者1/3",5,民間団体,"1,740 ",産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,11,農林水産,島のごちそう、海の宝発信事業,水産物品質向上・流通促進事業,"補助金の目的：東京産水産物の魚価向上、販路拡大に要する経費の補助
補助対象者　：町村
補助対象経費：東京産水産物の品質向上・流通促進に係る経費
負担割合　　：都2/3、町村1/3",1,区市町村,"2,599 ",産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,11,農林水産,内水面養殖用配合飼料価格高騰緊急対策事業,内水面養殖用配合飼料価格高騰緊急対策事業費補助金,"補助金の目的：内水面養殖用配合飼料価格高騰緊急対策事業に要する経費の補助
補助対象者　：内水面漁業協同組合
補助対象経費：配合飼料購入費
負担割合　　：都4/5、事業者1/5",5,民間団体,"4,397 ",産業労働局農林水産部水産課,03-5320-4886,
2026,15,産業労働局,11,農林水産,漁業近代化資金利子補給事業,漁業近代化資金利子補給（単）,"補助金の目的：漁業者等に対する資金融資の円滑化による資本装備の高度化・漁業経営の近代化
補助対象者　：融資機関
補助対象経費：漁業近代化資金
負担割合　　：10/10",5,民間団体,"23,531 ",産業労働局農林水産部調整課,03-5000-7180,https://www.sangyo-rodo.metro.tokyo.lg.jp/nourin/about/yuushi/
2026,15,産業労働局,11,農林水産,農地及び農業用施設災害復旧,農業用施設災害復旧,"補助金の目的：農地及び農業用施設の効用回復
補助対象者　：市町村
補助対象経費：施設の災害復旧に要する経費
負担割合　　：国13/20、都1/10、市町村1/4",1,区市町村,"10,800 ",産業労働局農林水産部農業振興課,03-5320-4824,
